Track ID	File	zero_cross_rate_mean	zero_cross_rate_std	rmse_mean	rmse_var	spectral_centroid_mean	spectral_centroid_var	spectral_bandwidth_mean	spectral_bandwidth_var	spectral_rolloff_mean	spectral_rolloff_var	spectral_contrast_mean	spectral_contrast_var	spectral_flatness_mean	spectral_flatness_var	chroma_stft_1_mean	chroma_stft_2_mean	chroma_stft_3_mean	chroma_stft_4_mean	chroma_stft_5_mean	chroma_stft_6_mean	chroma_stft_7_mean	chroma_stft_8_mean	chroma_stft_9_mean	chroma_stft_10_mean	chroma_stft_11_mean	chroma_stft_12_mean	chroma_stft_1_std	chroma_stft_2_std	chroma_stft_3_std	chroma_stft_4_std	chroma_stft_5_std	chroma_stft_6_std	chroma_stft_7_std	chroma_stft_8_std	chroma_stft_9_std	chroma_stft_10_std	chroma_stft_11_std	chroma_stft_12_std	tempo	mfcc_1_mean	mfcc_2_mean	mfcc_3_mean	mfcc_4_mean	mfcc_5_mean	mfcc_6_mean	mfcc_7_mean	mfcc_8_mean	mfcc_9_mean	mfcc_10_mean	mfcc_11_mean	mfcc_12_mean	mfcc_1_std	mfcc_2_std	mfcc_3_std	mfcc_4_std	mfcc_5_std	mfcc_6_std	mfcc_7_std	mfcc_8_std	mfcc_9_std	mfcc_10_std	mfcc_11_std	mfcc_12_std	GenreID	Genre	Type
0	pop_00072.wav	0.13165642233455882	0.0510417805484458	0.2344522327184677	0.06977619975805283	2569.255822743332	634.3898922130435	2559.529362341329	417.736160341099	5351.909304403299	1494.0991320006283	16.214630669705645	4.19125413413164	0.06436433643102646	0.05592568963766098	0.5033661723136902	0.42235681414604187	0.4590822160243988	0.45010408759117126	0.4271177053451538	0.46636849641799927	0.42984503507614136	0.5350329875946045	0.546572208404541	0.4785040020942688	0.524082601070404	0.5269246101379395	0.2718643546104431	0.2649545669555664	0.2782576382160187	0.26147764921188354	0.24881725013256073	0.2758249044418335	0.24739310145378113	0.29753583669662476	0.283148854970932	0.25874605774879456	0.2854166030883789	0.2869080603122711	117.45383522727273	9.675073623657227	88.8260726928711	-20.293682098388672	5.1013054847717285	-2.917802095413208	-0.18818092346191406	0.3274818956851959	1.604321002960205	-2.2592055797576904	-0.9406509399414062	-6.212249755859375	-2.976789712905884	46.41845703125	28.384328842163086	17.131420135498047	13.709638595581055	10.917518615722656	9.436493873596191	9.818373680114746	7.8841118812561035	7.231013774871826	8.026522636413574	7.281336784362793	6.818095684051514	0	pop	Train
1	pop_00066.wav	0.09974656237906347	0.0544008387510597	0.24325013160705566	0.08165175467729568	2844.0704079647517	953.5933561586179	3219.1481480424495	436.9323560297995	6839.566975407556	1982.2355596722398	19.36230068540956	4.691443880594931	0.03141656517982483	0.044145409017801285	0.35930320620536804	0.33918365836143494	0.4034893810749054	0.3667167127132416	0.4216727018356323	0.4375600814819336	0.28380078077316284	0.3100883662700653	0.34178629517555237	0.35212236642837524	0.32081156969070435	0.3128616213798523	0.3194276690483093	0.27616235613822937	0.3445226848125458	0.2794051170349121	0.3123877942562103	0.32562509179115295	0.22222048044204712	0.2628736197948456	0.2703399062156677	0.2842279076576233	0.27556946873664856	0.26551952958106995	107.666015625	-63.63505554199219	79.04566192626953	42.744022369384766	16.095539093017578	15.26836109161377	10.789148330688477	13.311583518981934	3.6857290267944336	4.928326606750488	10.677057266235352	-0.012671975418925285	3.480308771133423	60.386863708496094	28.750808715820312	25.028656005859375	14.535032272338867	13.182616233825684	12.191261291503906	11.272436141967773	9.856542587280273	10.003786087036133	10.398938179016113	8.929573059082031	9.131060600280762	0	pop	Train
2	pop_00099.wav	0.09601491449787151	0.06038996347141779	0.1381460428237915	0.05032879859209061	2765.648134868619	916.7970204559431	3222.69731921678	417.43249964907864	6873.341771175987	1970.7459690396138	19.091998826249245	4.613153164713371	0.03005959652364254	0.04953544959425926	0.3551453948020935	0.3867628872394562	0.2812892198562622	0.3097571134567261	0.41917914152145386	0.29303568601608276	0.3584456741809845	0.33452603220939636	0.4340888261795044	0.37018153071403503	0.33766835927963257	0.44631287455558777	0.2801769971847534	0.339225172996521	0.2640953063964844	0.26376664638519287	0.34841203689575195	0.2366756945848465	0.31732115149497986	0.2567698359489441	0.3297901749610901	0.3122878670692444	0.26471197605133057	0.33648762106895447	161.4990234375	-119.3464584350586	85.94365692138672	33.886932373046875	9.992517471313477	17.7014102935791	0.5190523862838745	9.565488815307617	-5.299008369445801	4.170094013214111	8.1222505569458	-7.977633476257324	1.5659164190292358	67.55060577392578	26.23935317993164	21.38456916809082	13.475892066955566	11.026412963867188	14.622502326965332	11.424296379089355	13.402918815612793	9.898432731628418	9.893080711364746	10.140719413757324	8.330488204956055	0	pop	Train
3	pop_00098.wav	0.18310584667666407	0.088114889256061	0.21293947100639343	0.07502681016921997	3634.1065636580615	820.1911985046845	3134.284751662156	312.9876736747844	7534.996103576093	1169.8543386347537	17.987869376333258	4.587499228769387	0.09931733459234238	0.08958751708269119	0.4864715039730072	0.3653307259082794	0.4204575717449188	0.3942781686782837	0.4274325966835022	0.27212846279144287	0.3001847267150879	0.4170268476009369	0.3885241150856018	0.4603980481624603	0.38224196434020996	0.4776190519332886	0.3390905261039734	0.26690128445625305	0.32914432883262634	0.2864232063293457	0.3267640769481659	0.2500055134296417	0.25619521737098694	0.319792777299881	0.2936316430568695	0.34275275468826294	0.27077797055244446	0.3227045238018036	117.45383522727273	-26.936580657958984	46.71036911010742	8.708178520202637	8.604125022888184	6.086184024810791	12.425230026245117	6.958877086639404	2.5068418979644775	1.1593009233474731	7.257309913635254	-3.1307191848754883	1.2537661790847778	66.54706573486328	24.287046432495117	23.49233627319336	19.00336265563965	11.04422378540039	12.229628562927246	12.219382286071777	11.645808219909668	11.426617622375488	9.012417793273926	10.227399826049805	9.49412727355957	0	pop	Train
5	pop_00073.wav	0.16189735814144737	0.08461007200126341	0.2598068118095398	0.09610067307949066	3671.2604886378685	937.0246796961139	3295.5537887460514	333.39612945156813	7879.044023165393	1286.8252011674888	17.705095814548468	4.309882751023242	0.08882422000169754	0.08202571421861649	0.3439740240573883	0.47722089290618896	0.46107009053230286	0.3829648792743683	0.4302733242511749	0.3600556552410126	0.5957096219062805	0.4065949618816376	0.3540569841861725	0.46452096104621887	0.37018004059791565	0.43370217084884644	0.2401341050863266	0.29962384700775146	0.2969455122947693	0.2663804888725281	0.2952828109264374	0.2310544103384018	0.332687646150589	0.25549694895744324	0.22482816874980927	0.30746057629585266	0.23745551705360413	0.32265645265579224	129.19921875	-8.531342506408691	54.25175476074219	20.96331024169922	13.099079132080078	9.721153259277344	6.01505184173584	10.720785140991211	6.102119445800781	0.6942644119262695	5.00238561630249	-3.4498136043548584	0.8725568056106567	55.027366638183594	23.107736587524414	20.575761795043945	13.011524200439453	10.34862995147705	11.043411254882812	9.92848014831543	8.2119140625	8.241311073303223	9.336304664611816	8.607124328613281	7.269690990447998	0	pop	Train
6	pop_00065.wav	0.10014338537635449	0.06023898969619625	0.1334853619337082	0.07795899361371994	2518.6680121565896	760.187011729589	2683.946956910372	397.2515412535313	5496.225098412104	1586.5160218493313	18.08090721705713	4.245612132424498	0.03411983326077461	0.04491934925317764	0.35283881425857544	0.23255230486392975	0.23702049255371094	0.23691095411777496	0.28876253962516785	0.4508013129234314	0.39415186643600464	0.49727585911750793	0.39010190963745117	0.37735188007354736	0.396269828081131	0.2937767207622528	0.3261912763118744	0.23290523886680603	0.23800204694271088	0.24154825508594513	0.2651807963848114	0.37417373061180115	0.30386844277381897	0.35621702671051025	0.3087615966796875	0.31422945857048035	0.34079262614250183	0.25984737277030945	117.45383522727273	-111.61652374267578	85.57909393310547	3.515357494354248	16.35746955871582	2.205944538116455	5.980132102966309	-5.045757293701172	-3.962523937225342	-0.09616873413324356	1.574602723121643	-5.793351173400879	-5.087190628051758	69.69513702392578	27.927257537841797	17.369762420654297	16.952892303466797	15.479386329650879	11.138311386108398	12.577305793762207	9.404692649841309	10.928711891174316	9.587990760803223	9.92379379272461	8.10461139678955	0	pop	Train
7	pop_00071.wav	0.19104230662248453	0.11539418739104917	0.19137336313724518	0.0884222537279129	3889.78711673405	1024.7184766779806	3271.6627622726483	313.43023879824227	8057.209612489116	1277.82862294702	16.948179981138306	4.3623586578901445	0.11164488643407822	0.10691890120506287	0.37931546568870544	0.3874974846839905	0.5468872785568237	0.48841050267219543	0.5035187005996704	0.42649906873703003	0.42258262634277344	0.5209494829177856	0.39717918634414673	0.41250836849212646	0.41909468173980713	0.4644497036933899	0.26075777411460876	0.2626309096813202	0.3310524821281433	0.3047085404396057	0.34482064843177795	0.3181298077106476	0.26148396730422974	0.3302409052848816	0.26781994104385376	0.3013429045677185	0.2990790903568268	0.3044303059577942	112.34714673913044	-52.5379753112793	37.49602127075195	14.121390342712402	18.18031120300293	16.78276824951172	5.95809268951416	6.432402610778809	2.7082064151763916	-0.4474385380744934	3.2196102142333984	-3.928455352783203	1.5937503576278687	52.11351776123047	27.876596450805664	21.777366638183594	15.007811546325684	12.426166534423828	14.02653694152832	11.502769470214844	10.845087051391602	10.278704643249512	9.958032608032227	9.89277458190918	9.30277156829834	0	pop	Train
8	pop_00059.wav	0.14478748427825078	0.12835208210972282	0.25179001688957214	0.12356319278478622	3727.248835207622	1448.2872273668174	3223.867461557527	468.56299212101237	7633.178843211833	2116.7144220102086	18.27912708704241	4.8428734133301505	0.0667143389582634	0.08658488839864731	0.4553857445716858	0.47611504793167114	0.4527490437030792	0.553459882736206	0.47994157671928406	0.3997320532798767	0.3805665969848633	0.45300453901290894	0.6127315759658813	0.5637927055358887	0.44736653566360474	0.43070125579833984	0.3066790997982025	0.3349636197090149	0.29891204833984375	0.31478479504585266	0.28654545545578003	0.30359283089637756	0.2949005663394928	0.2858681082725525	0.3404381573200226	0.32354554533958435	0.2779995799064636	0.28412121534347534	89.10290948275862	-77.94188690185547	32.364952087402344	20.07725715637207	27.63348388671875	16.262773513793945	5.319163799285889	13.481538772583008	3.5032267570495605	7.344143867492676	5.271801948547363	4.001197338104248	5.271228790283203	78.43608093261719	41.633880615234375	29.1519775390625	20.476806640625	14.89438533782959	14.54846477508545	12.2927827835083	11.31946086883545	11.44056224822998	11.940817832946777	10.546061515808105	10.206476211547852	0	pop	Train
11	pop_00064.wav	0.205950001814048	0.11147007658987343	0.16902655363082886	0.11092297732830048	3647.859401676624	1043.5802525318277	2886.6604008072536	433.8735585676034	7112.756990131579	1528.6771491788468	18.383858274292933	5.230275055008706	0.06888792663812637	0.05972977355122566	0.3237374722957611	0.23005841672420502	0.2547813057899475	0.3130491375923157	0.2645890414714813	0.21228653192520142	0.2509607970714569	0.410946786403656	0.520704448223114	0.48019787669181824	0.5132194757461548	0.3836267292499542	0.31137338280677795	0.24217772483825684	0.2638837993144989	0.286228209733963	0.2498818188905716	0.2350013256072998	0.22892099618911743	0.3362060487270355	0.3668833076953888	0.3158639967441559	0.3756154179573059	0.30746227502822876	129.19921875	-88.45124816894531	34.333656311035156	-11.282463073730469	2.2004079818725586	-4.858425140380859	-6.127730846405029	0.33107784390449524	2.440187454223633	-8.177470207214355	5.635985374450684	-9.3944091796875	-7.359539031982422	96.3078384399414	38.48298645019531	28.93631935119629	18.82230567932129	13.948355674743652	20.023000717163086	14.026768684387207	10.586729049682617	16.909875869750977	11.786229133605957	12.829051971435547	10.590404510498047	0	pop	Train
12	pop_00048.wav	0.21071452326818885	0.09231647542984274	0.15645989775657654	0.06469112634658813	4052.888670246799	1049.7294090115124	3426.219519775939	391.51564639026265	8382.25764696812	1543.1204011000616	16.7807926390662	4.17488801895062	0.0975390300154686	0.07469633966684341	0.5634320378303528	0.5011301040649414	0.5879113674163818	0.4146215617656708	0.3725573420524597	0.38292860984802246	0.3771018087863922	0.47566795349121094	0.42964819073677063	0.5214043259620667	0.4636269807815552	0.4892168939113617	0.3070084750652313	0.27892374992370605	0.31871432065963745	0.2895023226737976	0.2843605577945709	0.2813512682914734	0.24657146632671356	0.2993653416633606	0.23902690410614014	0.2853294312953949	0.2735859155654907	0.2716389000415802	129.19921875	-52.64915084838867	47.782745361328125	13.455156326293945	2.2134268283843994	13.251046180725098	9.133874893188477	14.447653770446777	0.8738371133804321	9.45965576171875	7.004076957702637	-0.6928578019142151	1.7276203632354736	53.381927490234375	21.983036041259766	20.836496353149414	13.186380386352539	11.798639297485352	9.022964477539062	9.674532890319824	9.313042640686035	9.183043479919434	9.399415969848633	7.644851207733154	8.189732551574707	0	pop	Train
